"country","year","gdp","pop","category_name","emissions","lgdp","lpop","lemissions","const","lgdp_sq","emissions_pc","lemissions_pc"
"Austria",1969,127132879969.536,NA,NA,NA,25.5684986753885,NA,NA,1,653.748124513342,NA,NA
"Austria",1970,135169130645.024,NA,"Aggregate sources and non-CO2 emissions sources on land",60.7567910592401,25.629792650854,NA,4.10687886295633,1,656.886271325769,NA,NA
"Austria",1970,135169130645.024,NA,"Chemical Industry",802.18000111,25.629792650854,NA,6.68733302297034,1,656.886271325769,NA,NA
"Austria",1970,135169130645.024,NA,"Fuel Combustion Activities",46670.88532683,25.629792650854,NA,10.7508758086982,1,656.886271325769,NA,NA
"Austria",1970,135169130645.024,NA,"Fugitive emissions from fuels",1491.64218975219,25.629792650854,NA,7.30763293280154,1,656.886271325769,NA,NA
"Austria",1970,135169130645.024,NA,"Incineration and Open Burning of Waste",10.266186834574,25.629792650854,NA,2.32885566332707,1,656.886271325769,NA,NA
"Austria",1970,135169130645.024,NA,"Metal Industry",558.482108,25.629792650854,NA,6.32522258218589,1,656.886271325769,NA,NA
"Austria",1970,135169130645.024,NA,"Mineral Industry",3183.33121917998,25.629792650854,NA,8.0656834806745,1,656.886271325769,NA,NA
"Austria",1970,135169130645.024,NA,"Non-Energy Products from Fuels and Solvent Use",1278.39919137,25.629792650854,NA,7.15336394247896,1,656.886271325769,NA,NA
"Austria",1971,142082989214.129,7500482,"Aggregate sources and non-CO2 emissions sources on land",60.4774533559347,25.6796771549198,15.8304778431082,4.10227062377467,1,659.445818780907,8.0631422561823e-06,-11.7282072193335
"Austria",1971,142082989214.129,7500482,"Chemical Industry",846.26063787019,25.6796771549198,15.8304778431082,6.7408273947474,1,659.445818780907,0.000112827500668649,-9.08965044836079
"Austria",1971,142082989214.129,7500482,"Fuel Combustion Activities",48739.98665926,25.6796771549198,15.8304778431082,10.7942550534668,1,659.445818780907,0.00649824726721029,-5.03622278964138
"Austria",1971,142082989214.129,7500482,"Fugitive emissions from fuels",1381.86588580432,25.6796771549198,15.8304778431082,7.23118995606165,1,659.445818780907,0.000184236944479611,-8.59928788704654
"Austria",1971,142082989214.129,7500482,"Incineration and Open Burning of Waste",10.366919839655,25.6796771549198,15.8304778431082,2.33861995205054,1,659.445818780907,1.38216715134507e-06,-13.4918578910576
"Austria",1971,142082989214.129,7500482,"Metal Industry",555.2310382,25.6796771549198,15.8304778431082,6.3193843121689,1,659.445818780907,7.4026047686002e-05,-9.51109353093929
"Austria",1971,142082989214.129,7500482,"Mineral Industry",3443.38531838969,25.6796771549198,15.8304778431082,8.14421037063743,1,659.445818780907,0.000459088538361893,-7.68626747247076
"Austria",1971,142082989214.129,7500482,"Non-Energy Products from Fuels and Solvent Use",1260.3289733445,25.6796771549198,15.8304778431082,7.13912805582343,1,659.445818780907,0.000168033064187675,-8.69134978728477
"Austria",1972,150903303811.962,7544201,"Aggregate sources and non-CO2 emissions sources on land",60.6386158401231,25.7399050965293,15.8362897466308,4.10493191521811,1,662.542714378337,8.03777839961092e-06,-11.7313578314127
"Austria",1972,150903303811.962,7544201,"Chemical Industry",870.72543454077,25.7399050965293,15.8362897466308,6.76932669700867,1,662.542714378337,0.000115416521185049,-9.06696304962218
"Austria",1972,150903303811.962,7544201,"Fuel Combustion Activities",50526.68659603,25.7399050965293,15.8362897466308,10.8302569231304,1,662.542714378337,0.00669742052154098,-5.00603282350043
"Austria",1972,150903303811.962,7544201,"Fugitive emissions from fuels",1439.24534058789,25.7399050965293,15.8362897466308,7.27187418616168,1,662.542714378337,0.000190775052333293,-8.56441556046916
"Austria",1972,150903303811.962,7544201,"Incineration and Open Burning of Waste",10.463586097754,25.7399050965293,15.8362897466308,2.34790123905428,1,662.542714378337,1.38697074716779e-06,-13.4883885075766
"Austria",1972,150903303811.962,7544201,"Metal Industry",569.5544922,25.7399050965293,15.8362897466308,6.34485446259425,1,662.542714378337,7.5495667758587e-05,-9.4914352840366
"Austria",1972,150903303811.962,7544201,"Mineral Industry",3882.96275543357,25.7399050965293,15.8362897466308,8.26435373798687,1,662.542714378337,0.000514695029391922,-7.57193600864397
"Austria",1972,150903303811.962,7544201,"Non-Energy Products from Fuels and Solvent Use",1254.6948509591,25.7399050965293,15.8362897466308,7.13464767535481,1,662.542714378337,0.000166312489680365,-8.70164207127603
"Austria",1973,158283132276.333,7586115,"Aggregate sources and non-CO2 emissions sources on land",61.0172335433365,25.7876512427316,15.8418301606204,4.11115634137675,1,665.002956616759,8.04327821860551e-06,-11.7306738192437
"Austria",1973,158283132276.333,7586115,"Chemical Industry",893.35128135884,25.7876512427316,15.8418301606204,6.7949798757083,1,665.002956616759,0.000117761368152057,-9.04685028491213
"Austria",1973,158283132276.333,7586115,"Fuel Combustion Activities",53911.73363507,25.7876512427316,15.8418301606204,10.8951034258784,1,665.002956616759,0.00710663279360648,-4.94672673474204
"Austria",1973,158283132276.333,7586115,"Fugitive emissions from fuels",1328.32521103702,25.7876512427316,15.8418301606204,7.19167418788533,1,665.002956616759,0.00017509953527425,-8.6501559727351
"Austria",1973,158283132276.333,7586115,"Incineration and Open Burning of Waste",10.554005868525,25.7876512427316,15.8418301606204,2.35650549103079,1,665.002956616759,1.39122671730194e-06,-13.4853246695896
"Austria",1973,158283132276.333,7586115,"Metal Industry",587.7263244,25.7876512427316,15.8418301606204,6.3762614048564,1,665.002956616759,7.74739539803971e-05,-9.46556875576403
"Austria",1973,158283132276.333,7586115,"Mineral Industry",3837.45806151957,25.7876512427316,15.8418301606204,8.25256546324148,1,665.002956616759,0.000505852872190781,-7.58926469737894
"Austria",1973,158283132276.333,7586115,"Non-Energy Products from Fuels and Solvent Use",1269.9348410236,25.7876512427316,15.8418301606204,7.14672087185579,1,665.002956616759,0.000167402529624663,-8.69510928876463
"Austria",1974,164522871893.839,7599038,"Aggregate sources and non-CO2 emissions sources on land",60.9968517049405,25.8263154363552,15.8435322182974,4.11082225144698,1,666.998569018116,8.0269175789015e-06,-11.7327099668504
"Austria",1974,164522871893.839,7599038,"Chemical Industry",893.83917398768,25.8263154363552,15.8435322182974,6.79552586412212,1,666.998569018116,0.000117625306517441,-9.04800635417527
"Austria",1974,164522871893.839,7599038,"Fuel Combustion Activities",51245.2353654199,25.8263154363552,15.8435322182974,10.8443779241992,1,666.998569018116,0.00674364773086013,-4.99915429409819
"Austria",1974,164522871893.839,7599038,"Fugitive emissions from fuels",1352.18234187919,25.8263154363552,15.8435322182974,7.20947511576284,1,666.998569018116,0.000177941252811105,-8.63405710253456
"Austria",1974,164522871893.839,7599038,"Incineration and Open Burning of Waste",10.63546732901,25.8263154363552,15.8435322182974,2.36419439023589,1,666.998569018116,1.39958075338089e-06,-13.4793378280615
"Austria",1974,164522871893.839,7599038,"Metal Industry",645.22768212,25.8263154363552,15.8435322182974,6.46960325004239,1,666.998569018116,8.49091269342251e-05,-9.37392896825501
